txid,timestamp,src_ip,dst_ip,src_port,dst_port,fee,script_type,geo_country,geo_asn,input_addresses,output_addresses,input_amounts,output_amounts
tx_benign_transfer_0039_5670,1788583118,203.0.113.22,104.28.16.5,55005,8333,4e-05,p2pkh,IR,AS58224 - TIC,benign_user_78901038,merchant_wallet_29776801,1.78139,1.78132
tx_benign_transfer_0489_7563,1788721833,192.0.2.15,104.28.16.5,50718,8333,0.0001,p2sh,NL,AS49981 - WorldStream,benign_user_22169115,merchant_wallet_59037166,2.33826,2.3382
tx_benign_transfer_0700_9725,1788787708,104.28.97.178,104.28.16.5,42263,8333,5e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_95381661,merchant_wallet_42822896,2.31115,2.31106
tx_benign_transfer_0138_5922,1788613323,192.0.2.83,104.28.16.5,49766,8333,0.0001,p2wpkh,NL,AS49981 - WorldStream,benign_user_74291599,merchant_wallet_52168966,2.0606,2.06052
tx_benign_transfer_0819_9230,1788827994,198.51.100.157,104.28.16.5,35937,8333,4e-05,p2sh,RU,AS12389 - Rostelecom,benign_user_94410590,merchant_wallet_95158087,0.50405,0.50397
tx_scatter_4_3024,1788559137,198.51.100.117,104.28.16.5,52077,8333,0.0005,p2wpkh,RU,AS12389 - Rostelecom,scatter_source_44489940,layer_74672520;layer_49613214;layer_55461591;layer_25457816;layer_72858374;layer_20106509;layer_28892086;layer_40281491;layer_63339667;layer_84801233;layer_59093496;layer_22120246;layer_62958901;layer_11868130;layer_45495029,4.17768,0.27848;0.27848;0.27848;0.27848;0.27848;0.27848;0.27848;0.27848;0.27848;0.27848;0.27848;0.27848;0.27848;0.27848;0.27848
tx_benign_transfer_0400_8216,1788693716,192.0.2.12,104.28.16.5,56809,8333,5e-05,p2sh,NL,AS49981 - WorldStream,benign_user_60173377,merchant_wallet_30936786,2.4755,2.47544
tx_gather_1_218972,1788508805,194.26.119.243,104.28.16.5,43849,8333,0.0001,p2wpkh,SC,AS51852 - Private Layer,layer_16927215,gather_deposit_40158811,0.20632,0.20013
tx_benign_transfer_0424_9582,1788700664,104.28.182.99,104.28.16.5,53818,8333,9e-05,p2sh,US,AS13335 - Cloudflare,benign_user_92150984,merchant_wallet_31461370,1.7685,1.76843
tx_benign_transfer_0397_3209,1788693094,104.28.124.144,104.28.16.5,36491,8333,6e-05,p2sh,US,AS13335 - Cloudflare,benign_user_86682706,merchant_wallet_36320002,1.25954,1.25946
tx_ransom_peel_1_3_4814,1788423985,198.51.100.163,104.28.16.5,51954,8333,0.00025,p2wpkh,RU,AS12389 - Rostelecom,addr_peel_change_c1_hop_3,addr_cashout_peel_c1_4;addr_peel_change_c1_hop_4,1.58706,0.26662;1.32019
tx_outlier_high_urgency_2_2245,1788469324,185.220.152.177,104.28.16.5,60553,49152,0.02971,p2pkh,DE,AS205100 - Tor Exit Node,anomalous_funder_50477742,anomalous_recipient_90585882,0.27006,0.21694
tx_benign_transfer_0373_1146,1788687035,194.26.249.11,104.28.16.5,49040,8333,8e-05,p2pkh,SC,AS51852 - Private Layer,benign_user_90022258,merchant_wallet_30802666,1.4659,1.46584
tx_ransom_peel_1_1_7201,1788423850,198.51.100.148,104.28.16.5,46300,8333,0.00025,p2wpkh,RU,AS12389 - Rostelecom,addr_peel_change_c1_hop_1,addr_cashout_peel_c1_2;addr_peel_change_c1_hop_2,1.75972,0.0697;1.68977
tx_benign_transfer_0754_2912,1788806245,192.0.2.198,104.28.16.5,33024,8333,8e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_63373950,merchant_wallet_88673120,2.37993,2.37984
tx_ransom_peel_4_2_4923,1788428675,185.220.22.188,104.28.16.5,55924,8333,0.00025,p2wpkh,DE,AS205100 - Tor Exit Node,addr_peel_change_c4_hop_2,addr_cashout_peel_c4_3;addr_peel_change_c4_hop_3,2.38174,0.06448;2.31701
tx_benign_transfer_0173_3293,1788625356,192.0.2.193,104.28.16.5,34035,8333,7e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_57182314,merchant_wallet_67631581,1.11154,1.11149
tx_gather_3_482584,1788555168,203.0.113.188,104.28.16.5,44306,8333,0.0001,p2wpkh,IR,AS58224 - TIC,layer_19913576,gather_deposit_71315464,0.08575,0.08318
tx_benign_transfer_0329_9783,1788673023,104.28.109.145,104.28.16.5,41981,8333,7e-05,p2sh,US,AS13335 - Cloudflare,benign_user_63345392,merchant_wallet_37339300,1.07092,1.07085
tx_benign_transfer_0438_9797,1788705209,194.26.230.86,104.28.16.5,45154,8333,8e-05,p2pkh,SC,AS51852 - Private Layer,benign_user_17519183,merchant_wallet_79937264,1.61767,1.61761
tx_benign_transfer_0007_5505,1788573139,198.51.100.160,104.28.16.5,50744,8333,7e-05,p2sh,RU,AS12389 - Rostelecom,benign_user_53645651,merchant_wallet_61124122,0.81206,0.81202
tx_outlier_high_urgency_7_9098,1788478121,185.220.218.84,104.28.16.5,45958,49152,0.0395,p2pkh,DE,AS205100 - Tor Exit Node,anomalous_funder_57623800,anomalous_recipient_55679506,0.25957,0.12754
tx_benign_transfer_0306_3496,1788666755,203.0.113.145,104.28.16.5,48574,8333,6e-05,p2pkh,IR,AS58224 - TIC,benign_user_67486445,merchant_wallet_32634412,0.80129,0.80123
tx_benign_transfer_0292_8780,1788662311,194.26.144.211,104.28.16.5,54645,8333,0.0001,p2wpkh,SC,AS51852 - Private Layer,benign_user_25397719,merchant_wallet_99783401,0.83436,0.83431
tx_benign_transfer_0656_8357,1788775706,104.28.39.222,104.28.16.5,53850,8333,5e-05,p2sh,US,AS13335 - Cloudflare,benign_user_99187990,merchant_wallet_93696762,0.35492,0.35485
tx_benign_transfer_0534_7056,1788735933,203.0.113.99,104.28.16.5,42216,8333,3e-05,p2pkh,IR,AS58224 - TIC,benign_user_57158074,merchant_wallet_51350514,0.90905,0.90901
tx_benign_transfer_0281_3173,1788658681,104.28.252.182,104.28.16.5,51302,8333,0.0001,p2wpkh,US,AS13335 - Cloudflare,benign_user_77631432,merchant_wallet_82811973,1.56418,1.56413
tx_benign_transfer_0383_6913,1788689905,192.0.2.143,104.28.16.5,54362,8333,0.0001,p2pkh,NL,AS49981 - WorldStream,benign_user_59535555,merchant_wallet_17824896,2.22552,2.22548
tx_benign_transfer_0636_2626,1788768129,194.26.40.166,104.28.16.5,41918,8333,5e-05,p2wpkh,SC,AS51852 - Private Layer,benign_user_26506561,merchant_wallet_37097261,1.77333,1.77325
tx_gather_4_139019,1788564419,198.51.100.78,104.28.16.5,56142,8333,0.0001,p2wpkh,RU,AS12389 - Rostelecom,layer_28892086,gather_deposit_45186708,0.27848,0.27013
tx_benign_transfer_0008_2624,1788573589,185.220.204.180,104.28.16.5,33749,8333,9e-05,p2sh,DE,AS205100 - Tor Exit Node,benign_user_83998961,merchant_wallet_38859907,1.33109,1.33103
tx_benign_transfer_0709_4221,1788791549,104.28.173.85,104.28.16.5,38192,8333,5e-05,p2sh,US,AS13335 - Cloudflare,benign_user_46838009,merchant_wallet_35587594,0.90699,0.90692
tx_benign_transfer_0491_8970,1788722690,104.28.22.227,104.28.16.5,50735,8333,6e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_28782825,merchant_wallet_14791343,1.74275,1.74266
tx_benign_transfer_0392_8999,1788692425,194.26.212.231,104.28.16.5,52596,8333,8e-05,p2wpkh,SC,AS51852 - Private Layer,benign_user_89890579,merchant_wallet_96201956,1.81172,1.81163
tx_benign_transfer_0331_3650,1788673879,198.51.100.26,104.28.16.5,37027,8333,7e-05,p2pkh,RU,AS12389 - Rostelecom,benign_user_83897088,merchant_wallet_92413089,1.65161,1.65153
tx_benign_transfer_0298_1276,1788664102,192.0.2.100,104.28.16.5,52062,8333,4e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_96090303,merchant_wallet_92993446,1.1333,1.13324
tx_benign_transfer_0031_6461,1788581463,194.26.21.150,104.28.16.5,51745,8333,4e-05,p2pkh,SC,AS51852 - Private Layer,benign_user_51638598,merchant_wallet_98054173,1.64484,1.64475
tx_benign_transfer_0208_4811,1788636010,192.0.2.155,104.28.16.5,37169,8333,3e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_10091737,merchant_wallet_54524582,0.44714,0.44711
tx_benign_transfer_0006_7580,1788573000,192.0.2.110,104.28.16.5,52482,8333,4e-05,p2sh,NL,AS49981 - WorldStream,benign_user_69533928,merchant_wallet_19863756,2.41043,2.4104
tx_benign_transfer_0724_4005,1788797560,104.28.179.146,104.28.16.5,33130,8333,6e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_42171352,merchant_wallet_31197304,1.54816,1.5481
tx_gather_1_355570,1788512320,194.26.117.142,104.28.16.5,44739,8333,0.0001,p2wpkh,SC,AS51852 - Private Layer,layer_83715012,gather_deposit_40158811,0.20632,0.20013
tx_benign_transfer_0642_3406,1788770459,203.0.113.180,104.28.16.5,43236,8333,6e-05,p2wpkh,IR,AS58224 - TIC,benign_user_83071525,merchant_wallet_93800137,0.02968,0.02963
tx_benign_transfer_0685_1994,1788783559,194.26.235.9,104.28.16.5,42366,8333,5e-05,p2sh,SC,AS51852 - Private Layer,benign_user_18727939,merchant_wallet_27117564,1.56712,1.56705
tx_benign_transfer_0427_9084,1788701337,104.28.61.56,104.28.16.5,49295,8333,8e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_65049584,merchant_wallet_69307507,1.24909,1.24903
tx_benign_transfer_0518_2097,1788730451,192.0.2.144,104.28.16.5,53243,8333,8e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_54953500,merchant_wallet_42028739,1.55164,1.55158
tx_benign_transfer_0212_3086,1788637412,194.26.46.187,104.28.16.5,30058,8333,0.0001,p2sh,SC,AS51852 - Private Layer,benign_user_62559853,merchant_wallet_86166246,2.03799,2.03793
tx_benign_transfer_0464_8471,1788714347,185.220.229.202,104.28.16.5,52786,8333,7e-05,p2pkh,DE,AS205100 - Tor Exit Node,benign_user_93650995,merchant_wallet_34131995,0.34808,0.34804
tx_ransom_peel_3_0_2489,1788427063,185.220.161.41,104.28.16.5,53833,8333,0.00025,p2wpkh,DE,AS205100 - Tor Exit Node,1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,addr_cashout_peel_c3_1;addr_peel_change_c3_hop_1,3.03085,0.23895;2.79165
tx_benign_transfer_0664_4925,1788778473,192.0.2.193,104.28.16.5,49562,8333,7e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_78265991,merchant_wallet_77702274,2.07108,2.07104
tx_benign_transfer_0458_3444,1788712930,203.0.113.116,104.28.16.5,47408,8333,5e-05,p2sh,IR,AS58224 - TIC,benign_user_87568641,merchant_wallet_70016768,1.59397,1.59394
tx_gather_1_928381,1788516395,194.26.219.107,104.28.16.5,51137,8333,0.0001,p2wpkh,SC,AS51852 - Private Layer,layer_68802946,gather_deposit_40158811,0.20632,0.20013
tx_benign_transfer_0151_6340,1788618586,192.0.2.51,104.28.16.5,44993,8333,4e-05,p2sh,NL,AS49981 - WorldStream,benign_user_75697427,merchant_wallet_80828710,2.00076,2.00069
tx_ransom_peel_5_1_8397,1788430527,185.220.6.151,104.28.16.5,58150,8333,0.00025,p2wpkh,DE,AS205100 - Tor Exit Node,addr_peel_change_c5_hop_1,addr_cashout_peel_c5_2;addr_peel_change_c5_hop_2,1.66755,0.08025;1.58705
tx_geo_anomaly_0_7046,1788482559,198.51.100.122,104.28.16.5,58136,8333,0.0002,p2wpkh,RU,AS12389 - Rostelecom,previously_benign_wallet_81259135,recipient_83871890,0.81876,0.78542
tx_benign_transfer_0576_1981,1788750190,192.0.2.134,104.28.16.5,36574,8333,6e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_42262445,merchant_wallet_30196097,1.53991,1.53983
tx_benign_transfer_0611_2461,1788760192,192.0.2.6,104.28.16.5,57929,8333,4e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_64008708,merchant_wallet_48243447,0.45325,0.45315
tx_benign_transfer_0795_9780,1788819464,203.0.113.53,104.28.16.5,32312,8333,7e-05,p2pkh,IR,AS58224 - TIC,benign_user_94975906,merchant_wallet_96647103,1.69455,1.69445
tx_benign_transfer_0832_1747,1788831477,104.28.137.61,104.28.16.5,39563,8333,3e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_47279846,merchant_wallet_27847118,0.6786,0.67856
tx_benign_transfer_0018_1897,1788577269,192.0.2.2,104.28.16.5,36698,8333,5e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_28419343,merchant_wallet_44295247,1.67116,1.67113
tx_benign_transfer_0780_1886,1788814750,194.26.218.240,104.28.16.5,53251,8333,5e-05,p2sh,SC,AS51852 - Private Layer,benign_user_31970699,merchant_wallet_87464756,1.37454,1.3745
tx_benign_transfer_0798_5483,1788820792,203.0.113.3,104.28.16.5,33209,8333,6e-05,p2wpkh,IR,AS58224 - TIC,benign_user_60819173,merchant_wallet_24093227,1.9474,1.94736
tx_benign_transfer_0734_4105,1788800691,192.0.2.160,104.28.16.5,36786,8333,0.0001,p2pkh,NL,AS49981 - WorldStream,benign_user_67429121,merchant_wallet_26214033,0.27813,0.27808
tx_ransom_peel_4_4_3705,1788428785,185.220.247.55,104.28.16.5,57671,8333,0.00025,p2wpkh,DE,AS205100 - Tor Exit Node,addr_peel_change_c4_hop_4,addr_cashout_peel_c4_5;addr_peel_change_c4_hop_5,1.92516,0.11626;1.80865
tx_outlier_high_urgency_9_8800,1788482146,185.220.166.183,104.28.16.5,56083,49152,0.03793,p2pkh,DE,AS205100 - Tor Exit Node,anomalous_funder_12314351,anomalous_recipient_39742165,0.11861,0.14875
tx_benign_transfer_0759_4041,1788807525,192.0.2.52,104.28.16.5,31932,8333,8e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_44809624,merchant_wallet_64867187,0.28449,0.28442
tx_benign_transfer_0032_6072,1788581559,194.26.144.97,104.28.16.5,51085,8333,9e-05,p2wpkh,SC,AS51852 - Private Layer,benign_user_99941500,merchant_wallet_80651318,0.98598,0.98591
tx_benign_transfer_0750_7292,1788805404,203.0.113.126,104.28.16.5,40086,8333,7e-05,p2sh,IR,AS58224 - TIC,benign_user_19560913,merchant_wallet_64866540,2.35131,2.35121
tx_benign_transfer_0625_2682,1788763951,192.0.2.162,104.28.16.5,57775,8333,8e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_76532158,merchant_wallet_87666600,2.08626,2.08623
tx_benign_transfer_0073_8060,1788592867,194.26.35.226,104.28.16.5,38666,8333,8e-05,p2pkh,SC,AS51852 - Private Layer,benign_user_59115280,merchant_wallet_16072331,0.72151,0.72148
tx_benign_transfer_0727_6630,1788798381,104.28.191.103,104.28.16.5,58041,8333,4e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_11441144,merchant_wallet_43635732,1.73927,1.73919
tx_benign_transfer_0897_7265,1788851521,192.0.2.7,104.28.16.5,54324,8333,8e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_95156202,merchant_wallet_94758735,1.36374,1.36364
tx_gather_4_879238,1788566486,198.51.100.179,104.28.16.5,57701,8333,0.0001,p2wpkh,RU,AS12389 - Rostelecom,layer_84801233,gather_deposit_45186708,0.27848,0.27013
tx_benign_transfer_0478_5183,1788718723,198.51.100.168,104.28.16.5,49142,8333,6e-05,p2sh,RU,AS12389 - Rostelecom,benign_user_42453439,merchant_wallet_89017236,0.84407,0.84402
tx_benign_transfer_0230_8750,1788642900,198.51.100.10,104.28.16.5,35642,8333,5e-05,p2wpkh,RU,AS12389 - Rostelecom,benign_user_92979370,merchant_wallet_91692326,0.6677,0.66762
tx_benign_transfer_0215_8179,1788638153,104.28.188.108,104.28.16.5,35450,8333,9e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_60829941,merchant_wallet_57141449,0.27901,0.27898
tx_gather_0_802685,1788496952,203.0.113.27,104.28.16.5,45269,8333,0.0001,p2wpkh,IR,AS58224 - TIC,layer_68755000,gather_deposit_88802305,0.16714,0.16213
tx_benign_transfer_0023_9355,1788578872,194.26.50.232,104.28.16.5,55435,8333,5e-05,p2sh,SC,AS51852 - Private Layer,benign_user_96629889,merchant_wallet_29822594,0.20018,0.20011
tx_benign_transfer_0335_3579,1788674847,192.0.2.23,104.28.16.5,39041,8333,8e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_99880518,merchant_wallet_63035211,1.68832,1.68826
tx_geo_anomaly_6_8827,1788485898,198.51.100.30,104.28.16.5,42141,8333,0.0002,p2wpkh,RU,AS12389 - Rostelecom,previously_benign_wallet_63782042,recipient_87446468,1.08514,1.323
tx_benign_transfer_0815_5354,1788826945,203.0.113.31,104.28.16.5,43798,8333,6e-05,p2pkh,IR,AS58224 - TIC,benign_user_27103900,merchant_wallet_53605688,0.40918,0.40914
tx_benign_transfer_0672_8807,1788780886,104.28.2.231,104.28.16.5,30313,8333,8e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_84596958,merchant_wallet_75629343,1.73269,1.73261
tx_benign_transfer_0390_9376,1788691973,185.220.143.147,104.28.16.5,48730,8333,4e-05,p2wpkh,DE,AS205100 - Tor Exit Node,benign_user_71789789,merchant_wallet_57735307,0.54491,0.54486
tx_benign_transfer_0602_1723,1788757681,194.26.251.33,104.28.16.5,46358,8333,9e-05,p2pkh,SC,AS51852 - Private Layer,benign_user_58397866,merchant_wallet_67725168,1.08799,1.08794
tx_benign_transfer_0858_5227,1788838909,192.0.2.236,104.28.16.5,48745,8333,7e-05,p2sh,NL,AS49981 - WorldStream,benign_user_40509683,merchant_wallet_66864059,0.03706,0.03697
tx_benign_transfer_0336_2477,1788674927,192.0.2.141,104.28.16.5,39322,8333,8e-05,p2sh,NL,AS49981 - WorldStream,benign_user_88239864,merchant_wallet_56720553,0.50877,0.50874
tx_benign_transfer_0722_9043,1788796843,192.0.2.118,104.28.16.5,45161,8333,7e-05,p2sh,NL,AS49981 - WorldStream,benign_user_22227594,merchant_wallet_48642865,0.62463,0.62458
tx_benign_transfer_0318_6410,1788670674,192.0.2.185,104.28.16.5,33713,8333,6e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_74293132,merchant_wallet_38280205,2.04422,2.04414
tx_benign_transfer_0113_7179,1788605239,104.28.173.155,104.28.16.5,49756,8333,3e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_35254849,merchant_wallet_88864147,1.81422,1.81418
tx_benign_transfer_0198_2989,1788632936,194.26.4.16,104.28.16.5,57209,8333,8e-05,p2wpkh,SC,AS51852 - Private Layer,benign_user_27544302,merchant_wallet_36592965,0.63213,0.63207
tx_benign_transfer_0411_9582,1788696002,192.0.2.233,104.28.16.5,34431,8333,6e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_98077934,merchant_wallet_85812116,2.00226,2.00217
tx_benign_transfer_0452_8426,1788710333,194.26.125.8,104.28.16.5,32141,8333,6e-05,p2pkh,SC,AS51852 - Private Layer,benign_user_74243595,merchant_wallet_71906810,1.6663,1.66621
tx_benign_transfer_0526_3430,1788732790,192.0.2.91,104.28.16.5,39318,8333,6e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_93031143,merchant_wallet_31580852,2.4271,2.42702
tx_benign_transfer_0059_2438,1788588959,104.28.208.175,104.28.16.5,57706,8333,0.0001,p2sh,US,AS13335 - Cloudflare,benign_user_56630633,merchant_wallet_18715975,0.19439,0.19435
tx_benign_transfer_0423_5097,1788700567,198.51.100.83,104.28.16.5,52666,8333,8e-05,p2sh,RU,AS12389 - Rostelecom,benign_user_32010905,merchant_wallet_26581824,2.24053,2.24044
tx_benign_transfer_0297_3916,1788663769,192.0.2.204,104.28.16.5,38254,8333,7e-05,p2sh,NL,AS49981 - WorldStream,benign_user_40554079,merchant_wallet_44715141,0.83597,0.83593
tx_gather_0_142185,1788492201,203.0.113.196,104.28.16.5,45740,8333,0.0001,p2wpkh,IR,AS58224 - TIC,layer_64023778,gather_deposit_88802305,0.16714,0.16213
tx_benign_transfer_0717_2709,1788794717,185.220.173.142,104.28.16.5,35820,8333,3e-05,p2sh,DE,AS205100 - Tor Exit Node,benign_user_90982133,merchant_wallet_75580570,1.60112,1.60107
tx_benign_transfer_0363_5908,1788683389,192.0.2.3,104.28.16.5,55096,8333,6e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_90128487,merchant_wallet_41033204,0.03071,0.03062
tx_benign_transfer_0662_5187,1788778187,185.220.197.23,104.28.16.5,35053,8333,5e-05,p2pkh,DE,AS205100 - Tor Exit Node,benign_user_32708438,merchant_wallet_17907267,1.35903,1.35898
tx_benign_transfer_0404_1869,1788694129,104.28.120.168,104.28.16.5,30273,8333,3e-05,p2sh,US,AS13335 - Cloudflare,benign_user_46414662,merchant_wallet_98983888,0.50973,0.50965
tx_coinjoin_mixer_5_5325,1788444092,194.26.130.126,104.28.16.5,48228,8333,0.0006,p2sh,SC,AS51852 - Private Layer,mix_in_16818112;mix_in_22388090;mix_in_95132217;mix_in_66851377;mix_in_47135391;mix_in_15917225,clean_out_67403166;clean_out_85283645;clean_out_11297845;clean_out_25015458;clean_out_20099059;clean_out_30005727,0.25051;0.25243;0.25209;0.25115;0.25235;0.25188,0.25;0.25;0.25;0.25;0.25;0.25
tx_benign_transfer_0593_4677,1788755246,104.28.6.243,104.28.16.5,30752,8333,9e-05,p2sh,US,AS13335 - Cloudflare,benign_user_92141673,merchant_wallet_94104500,0.92532,0.92526
tx_benign_transfer_0064_6669,1788590970,104.28.243.241,104.28.16.5,47003,8333,9e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_43635675,merchant_wallet_36347197,0.42,0.41995
tx_benign_transfer_0242_4086,1788646050,104.28.39.133,104.28.16.5,55083,8333,5e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_90535106,merchant_wallet_64237172,0.69944,0.69936
tx_benign_transfer_0475_2900,1788717663,192.0.2.14,104.28.16.5,35491,8333,6e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_50448811,merchant_wallet_73923372,2.10616,2.10613
tx_benign_transfer_0510_4763,1788728419,198.51.100.23,104.28.16.5,43490,8333,9e-05,p2pkh,RU,AS12389 - Rostelecom,benign_user_39050434,merchant_wallet_89400640,1.51305,1.51296
tx_benign_transfer_0421_3330,1788699896,192.0.2.119,104.28.16.5,57193,8333,8e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_77197151,merchant_wallet_25189633,1.5367,1.53667
tx_benign_transfer_0760_2307,1788807705,192.0.2.76,104.28.16.5,32808,8333,6e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_18625158,merchant_wallet_55922853,2.2833,2.28326
tx_benign_transfer_0598_2404,1788756747,192.0.2.3,104.28.16.5,45364,8333,4e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_63358890,merchant_wallet_38483372,0.62831,0.62824
tx_benign_transfer_0628_1340,1788765249,192.0.2.42,104.28.16.5,39437,8333,8e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_56150415,merchant_wallet_68802221,1.61899,1.61893
tx_coinjoin_mixer_8_5564,1788448822,203.0.113.222,104.28.16.5,42274,8333,0.0005,p2sh,IR,AS58224 - TIC,mix_in_47463522;mix_in_57130035;mix_in_96098221;mix_in_78371272;mix_in_63643924,clean_out_45059710;clean_out_33966966;clean_out_87925434;clean_out_45630292;clean_out_15134794,1.0022;1.00261;1.00133;1.00057;1.00269,1.0;1.0;1.0;1.0;1.0
tx_benign_transfer_0012_3535,1788575132,192.0.2.169,104.28.16.5,45800,8333,5e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_56991504,merchant_wallet_84660688,0.8856,0.88553
tx_benign_transfer_0596_5717,1788755830,194.26.192.127,104.28.16.5,42519,8333,4e-05,p2wpkh,SC,AS51852 - Private Layer,benign_user_90541748,merchant_wallet_38932858,0.48445,0.48436
tx_benign_transfer_0631_9089,1788766216,104.28.78.61,104.28.16.5,36862,8333,7e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_58155542,merchant_wallet_45005058,1.51832,1.51828
tx_gather_3_469435,1788550553,203.0.113.57,104.28.16.5,46230,8333,0.0001,p2wpkh,IR,AS58224 - TIC,layer_72445234,gather_deposit_71315464,0.08575,0.08318
tx_gather_1_632401,1788518068,194.26.69.211,104.28.16.5,40084,8333,0.0001,p2wpkh,SC,AS51852 - Private Layer,layer_75056916,gather_deposit_40158811,0.20632,0.20013
